Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),,,,,,Admission grade,Displaced,Educational special needs,,,,,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,target
43,1,9085,1,1,130,,,,,,130,1,0,,,,,19,0,0,6,12,5,13,0,0,6,12,3,11.66666667,0,13.9,-0.3,0.79,Enrolled
1,3,9500,1,1,122,,,,,,114.8,1,0,,,,,19,0,0,7,11,4,12.65,0,0,7,9,5,11.1,0,12.4,0.5,1.79,Enrolled
17,1,9147,1,1,162,,,,,,138.6,1,0,,,,,19,0,0,5,10,1,11,0,0,5,13,0,0,0,12.7,3.7,-1.7,Enrolled
39,1,9670,1,1,133.1,,,,,,112.9,0,0,,,,,24,0,0,6,12,2,11.66666667,0,0,6,20,2,10.5,6,16.2,0.3,-0.92,Dropout
1,1,9238,1,1,120,,,,,,111.6,0,0,,,,,20,0,0,6,6,6,14.5,0,0,6,6,6,12.66666667,0,12.4,0.5,1.79,Graduate
17,1,9254,1,1,160,,,,,,152,0,0,,,,,18,0,0,6,7,6,14.71428571,0,0,6,7,6,14.16666667,0,12.7,3.7,-1.7,Graduate
1,1,9238,1,1,141,,,,,,132.6,0,0,,,,,18,0,0,6,7,6,13.28571429,0,0,6,6,6,14.33333333,0,12.4,0.5,1.79,Graduate
17,1,9085,1,1,125,,,,,,118.4,1,0,,,,,21,0,0,5,13,3,11.33333333,2,0,5,12,2,10.5,1,9.4,-0.8,-3.12,Enrolled
7,1,9500,1,3,120,,,,,,120,0,0,,,,,28,0,0,7,7,0,0,7,0,7,7,0,0,7,13.9,-0.3,0.79,Dropout
1,1,9147,1,1,128,,,,,,122.1,0,0,,,,,18,0,0,5,11,4,11.57142857,0,0,5,9,5,12,0,13.9,-0.3,0.79,Enrolled
1,1,9853,1,1,162,,,,,,142.8,0,0,,,,,18,0,0,6,10,5,13,0,0,6,10,4,11.5,0,12.7,3.7,-1.7,Dropout
1,1,9238,1,1,130,,,,,,124.8,0,0,,,,,18,0,0,6,9,6,11.5,0,0,6,11,5,14,0,11.1,0.6,2.02,Graduate
17,2,9147,1,1,134,,,,,,126.3,1,0,,,,,18,0,0,5,8,5,11.8,0,0,5,10,5,11.6,3,16.2,0.3,-0.92,Graduate
1,1,9147,1,1,133.1,,,,,,119,1,0,,,,,19,0,0,5,7,3,10.66666667,0,0,5,10,3,12.28571429,0,10.8,1.4,1.74,Dropout
17,1,9500,1,1,137,,,,,,124.9,0,0,,,,,19,0,0,7,11,6,13.8875,0,0,8,9,8,14.86444444,0,15.5,2.8,-4.06,Graduate
1,1,9238,1,1,133.1,,,,,,118,0,0,,,,,20,0,0,6,7,5,11.4,0,0,6,9,6,11.5,0,8.9,1.4,3.51,Graduate
43,1,8014,0,1,110,,,,,,100,0,0,,,,,34,0,9,11,17,9,12.33333333,0,3,7,12,7,12.14285714,0,9.4,-0.8,-3.12,Graduate
39,1,9500,1,1,133.1,,,,,,109,1,0,,,,,39,0,0,7,8,5,12.16,0,0,7,8,5,12.16,0,7.6,2.6,0.32,Enrolled
17,3,9500,1,1,133,,,,,,130.8,1,0,,,,,19,0,0,8,8,8,13.4275,0,0,8,8,8,13.4275,0,9.4,-0.8,-3.12,Graduate
39,1,9070,1,1,130,,,,,,110,1,0,,,,,24,0,0,6,6,6,15.16666667,0,0,6,6,2,15.5,0,15.5,2.8,-4.06,Graduate
10,1,9773,1,1,151,,,,,,151,1,0,,,,,18,1,0,6,12,0,0,1,0,6,0,0,0,0,9.4,-0.8,-3.12,Dropout
17,1,9130,1,1,125,,,,,,131,1,0,,,,,19,0,0,5,11,2,10.5,2,0,5,9,0,0,3,10.8,1.4,1.74,Dropout
1,1,9147,1,1,158,,,,,,155.2,0,0,,,,,18,0,0,5,5,5,11.8,0,0,5,8,3,11,0,9.4,-0.8,-3.12,Graduate
1,2,9147,1,1,128,,,,,,121,1,1,,,,,20,0,0,5,6,5,13.2,0,0,5,10,5,11.4,3,16.2,0.3,-0.92,Enrolled
1,6,9500,1,1,133,,,,,,119.7,1,1,,,,,19,0,2,7,8,7,13.075,0,1,8,11,8,12.36111111,0,12.4,0.5,1.79,Graduate
1,1,9130,1,1,138,,,,,,131,1,0,,,,,19,0,0,6,8,4,11.6,0,0,6,14,2,13,0,11.1,0.6,2.02,Dropout
17,1,9003,1,1,126,,,,,,116.9,0,0,,,,,19,0,0,6,10,6,13.66666667,0,0,6,10,4,12.25,0,13.9,-0.3,0.79,Dropout
39,1,9991,0,1,140,,,,,,130,1,0,,,,,41,0,0,5,9,4,10.75,0,0,5,7,2,10,0,9.4,-0.8,-3.12,Dropout
1,2,9500,1,1,143,,,,,,137.8,0,0,,,,,19,0,0,7,10,6,13.49285714,0,0,8,9,8,12.68888889,0,12.4,0.5,1.79,Graduate
43,3,9254,1,1,135,,,,,,122.1,0,0,,,,,19,0,0,6,14,3,12.5,0,0,6,9,4,11,0,12.7,3.7,-1.7,Enrolled
7,1,9500,1,3,120,,,,,,120,1,0,,,,,23,0,0,7,0,0,0,0,0,8,0,0,0,0,12.7,3.7,-1.7,Dropout
1,1,9119,1,1,148,,,,,,133,0,0,,,,,18,0,0,5,12,5,13.28571429,0,0,5,16,5,14.8,0,12.4,0.5,1.79,Dropout
1,1,9147,1,1,126,,,,,,115.2,0,0,,,,,19,0,0,5,6,5,12.6,0,0,5,13,5,11.8,5,16.2,0.3,-0.92,Graduate
44,1,9003,1,39,160,,,,,,160,1,0,,,,,20,0,0,6,7,6,14,0,0,6,7,6,14.66666667,0,12.4,0.5,1.79,Graduate
39,1,9085,1,1,140,,,,,,106.3,0,0,,,,,35,0,0,5,7,2,11.5,0,0,5,8,2,10.5,0,7.6,2.6,0.32,Dropout
39,2,9670,1,19,133.1,,,,,,103,0,0,,,,,34,0,0,6,6,0,0,0,0,6,9,0,0,0,10.8,1.4,1.74,Dropout
1,1,9070,1,1,136,,,,,,136,1,0,,,,,19,0,0,6,6,6,11.83333333,0,0,6,8,6,12.875,0,10.8,1.4,1.74,Graduate
15,1,9238,1,1,150,,,,,,146.5,1,0,,,,,22,1,0,6,10,5,11.5,0,0,6,8,5,12.4,0,13.9,-0.3,0.79,Graduate
17,3,9070,1,1,130,,,,,,131.4,0,0,,,,,20,0,0,6,6,6,14.16666667,0,0,6,8,6,12.33333333,0,11.1,0.6,2.02,Graduate
42,1,9991,0,1,130,,,,,,130,0,0,,,,,27,0,2,2,2,2,12.5,0,0,5,6,2,12.5,0,12.7,3.7,-1.7,Enrolled
39,1,9119,1,1,110,,,,,,137,0,0,,,,,30,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
39,1,9119,1,1,110,,,,,,125.9,0,0,,,,,34,0,0,5,7,0,0,0,0,5,8,1,11,0,10.8,1.4,1.74,Enrolled
1,1,9254,1,1,121,,,,,,111.9,1,0,,,,,20,0,0,6,14,2,10.5,0,0,6,16,0,0,0,10.8,1.4,1.74,Dropout
17,1,9070,1,1,127,,,,,,131.2,1,0,,,,,18,0,0,6,6,6,11.83333333,0,0,6,6,6,13.16666667,0,7.6,2.6,0.32,Graduate
1,1,9130,1,1,140,,,,,,131.2,0,0,,,,,26,0,0,5,9,0,0,0,0,5,6,0,0,0,7.6,2.6,0.32,Dropout
39,1,9991,0,1,130,,,,,,140,0,0,,,,,26,0,0,5,5,5,12.4,0,0,5,5,5,12.4,0,15.5,2.8,-4.06,Graduate
39,2,9147,1,1,130,,,,,,121.5,0,0,,,,,26,0,0,5,5,2,10.5,0,0,5,9,0,0,0,10.8,1.4,1.74,Dropout
39,1,9991,0,1,100,,,,,,153.5,0,0,,,,,31,0,0,5,9,0,0,0,0,5,6,0,0,0,12.4,0.5,1.79,Dropout
1,3,171,1,1,139,,,,,,142.2,1,0,,,,,20,0,6,12,12,12,14.58333333,0,4,11,14,11,14.33333333,0,8.9,1.4,3.51,Graduate
1,1,9773,1,1,150,,,,,,131.1,1,0,,,,,19,0,0,6,6,6,11.66666667,0,0,6,10,3,12.66666667,0,7.6,2.6,0.32,Graduate
17,1,9670,1,1,133.1,,,,,,130.6,1,0,,,,,23,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
1,6,9500,1,1,119,,,,,,115,1,0,,,,,20,0,0,7,14,1,13,0,0,7,15,0,0,0,11.1,0.6,2.02,Dropout
51,1,9500,1,1,170,,,,,,125,0,0,,,,,20,0,0,7,7,7,15.66,0,7,10,11,9,15.01111111,0,11.1,0.6,2.02,Graduate
39,1,8014,0,1,133.1,,,,,,97.5,1,0,,,,,29,0,0,6,10,0,0,1,0,5,10,0,0,0,7.6,2.6,0.32,Dropout
1,4,9773,1,1,133,,,,,,134.4,1,0,,,,,20,0,0,6,6,6,12.16666667,0,0,6,8,4,12.75,0,9.4,-0.8,-3.12,Graduate
1,1,9500,1,1,125,,,,,,118.8,0,0,,,,,24,0,0,7,7,6,13.3,0,0,7,7,6,13.3,0,7.6,2.6,0.32,Graduate
39,1,9556,1,19,133.1,,,,,,110.5,0,0,,,,,37,0,0,7,15,0,0,0,0,7,13,0,0,1,11.1,0.6,2.02,Dropout
1,5,9500,1,1,143,,,,,,123.3,1,0,,,,,18,0,0,7,0,0,0,0,0,8,0,0,0,0,7.6,2.6,0.32,Dropout
1,2,171,1,1,127,,,,,,139.6,1,0,,,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Dropout
17,1,9500,1,1,157,,,,,,138.8,0,0,,,,,18,0,0,8,8,7,13.55714286,0,0,8,8,7,13.55714286,0,12.7,3.7,-1.7,Graduate
44,1,9119,1,39,160,,,,,,160,0,0,,,,,41,0,3,7,15,5,14.33333333,0,1,6,16,6,14.63636364,0,12.4,0.5,1.79,Enrolled
39,1,9003,1,1,140,,,,,,140,0,0,,,,,35,0,0,6,16,4,12,0,0,6,11,3,10.33333333,0,13.9,-0.3,0.79,Dropout
17,1,9254,1,1,128,,,,,,118.2,0,0,,,,,19,0,0,5,5,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,Dropout
1,1,171,1,1,145,,,,,,150.6,1,0,,,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Graduate
39,1,9500,1,1,133.1,,,,,,115.2,0,0,,,,,48,0,0,7,11,4,11.75,0,0,7,14,3,11.725,0,11.1,0.6,2.02,Enrolled
1,1,9500,1,1,132,,,,,,126,1,0,,,,,19,0,0,7,7,6,12.18333333,0,0,7,7,6,12.18333333,0,7.6,2.6,0.32,Graduate
44,1,9003,1,39,160,,,,,,160,1,0,,,,,30,0,4,9,18,6,11.83333333,0,1,8,21,4,11,0,15.5,2.8,-4.06,Dropout
43,1,9773,1,1,160,,,,,,160,0,0,,,,,51,0,0,4,4,0,0,0,0,4,4,0,0,0,12.7,3.7,-1.7,Dropout
10,1,9085,1,1,184.4,,,,,,184.4,0,0,,,,,18,1,0,6,8,6,15,0,0,6,10,5,14.33333333,0,11.1,0.6,2.02,Graduate
1,1,171,1,1,149,,,,,,156,1,0,,,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Graduate
1,1,171,1,1,146,,,,,,150.2,1,0,,,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,Graduate
1,5,9500,1,1,139,,,,,,126.3,1,0,,,,,18,0,0,8,8,8,13.435,0,0,8,8,8,13.435,0,9.4,-0.8,-3.12,Graduate
1,1,9130,1,1,152,,,,,,146.1,1,0,,,,,18,0,0,5,8,4,13.5,2,0,5,9,0,0,3,10.8,1.4,1.74,Dropout
1,1,171,1,1,147,,,,,,145.3,1,0,,,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Enrolled
18,1,171,1,1,121,,,,,,116.8,1,0,,,,,23,0,15,17,18,17,11.5,0,16,17,17,17,12.17647059,0,12.4,0.5,1.79,Graduate
1,1,9070,1,1,124,,,,,,132.1,1,0,,,,,19,0,0,6,10,2,10.5,0,0,6,6,3,11,0,7.6,2.6,0.32,Enrolled
1,1,9085,1,1,105,,,,,,102.6,0,1,,,,,21,0,0,6,13,4,12,0,0,6,17,2,11.5,0,11.1,0.6,2.02,Enrolled
1,1,9773,1,1,121,,,,,,112.3,1,0,,,,,18,0,0,6,7,5,12.2,0,0,6,11,4,11.5,0,11.1,0.6,2.02,Dropout
1,1,171,1,1,143,,,,,,155.3,1,1,,,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,Graduate
53,1,9085,1,42,150,,,,,,153.8,1,0,,,,,21,0,7,11,15,10,14.5,0,4,9,15,8,14,0,8.9,1.4,3.51,Graduate
43,1,9773,1,1,126,,,,,,110,0,0,,,,,20,0,0,6,7,6,13.33333333,0,0,6,8,6,12.66666667,0,12.4,0.5,1.79,Graduate
42,1,9085,1,1,133.1,,,,,,128.2,0,0,,,,,24,0,5,11,29,9,12,6,4,10,21,9,12.55555556,0,9.4,-0.8,-3.12,Graduate
1,1,9130,1,1,127,,,,,,120.4,1,0,,,,,18,0,0,6,9,6,15.125,0,0,6,9,6,14,0,13.9,-0.3,0.79,Graduate
17,1,9500,1,1,160,,,,,,153,1,0,,,,,18,0,0,7,7,6,13.11666667,0,0,7,7,6,13.11666667,0,7.6,2.6,0.32,Graduate
1,1,9773,1,1,121,,,,,,117.9,1,0,,,,,19,0,0,6,7,6,12.83333333,0,0,6,7,6,11.66666667,0,11.1,0.6,2.02,Graduate
44,1,9238,1,39,150,,,,,,145.6,1,0,,,,,20,0,3,6,6,6,13.33333333,0,2,6,6,6,14.16666667,0,13.9,-0.3,0.79,Graduate
1,6,9500,1,1,117,,,,,,119.8,1,0,,,,,18,0,0,7,7,7,13.87714286,0,0,8,8,8,15.6625,0,12.4,0.5,1.79,Graduate
1,6,9500,1,1,141,,,,,,126.8,1,0,,,,,18,0,0,8,8,7,12.94428571,0,0,8,8,7,12.94428571,0,10.8,1.4,1.74,Graduate
17,1,9853,1,1,112,,,,,,106.1,1,0,,,,,19,0,0,6,8,5,12.33333333,0,0,6,8,5,11,0,15.5,2.8,-4.06,Enrolled
1,1,9500,1,1,148,,,,,,137.3,1,0,,,,,19,0,0,7,7,6,14.26666667,0,0,7,7,6,14.26666667,0,7.6,2.6,0.32,Graduate
1,2,9670,1,1,120,,,,,,115.5,1,0,,,,,18,0,0,6,8,5,13,0,0,6,8,5,14,0,13.9,-0.3,0.79,Graduate
1,2,9500,1,1,132,,,,,,127.5,1,0,,,,,20,0,0,8,8,8,12.48375,0,0,8,8,8,12.48375,0,9.4,-0.8,-3.12,Graduate
1,2,9556,1,1,125,,,,,,116.3,1,0,,,,,18,0,0,7,8,7,13.42857143,0,0,8,8,8,15.3125,0,16.2,0.3,-0.92,Graduate
17,3,8014,0,1,123,,,,,,113.2,0,0,,,,,18,0,0,6,9,3,10.66666667,0,0,6,12,0,0,0,7.6,2.6,0.32,Dropout
1,1,9853,1,1,142,,,,,,132.6,1,0,,,,,18,0,0,6,8,5,15.4,0,0,6,7,5,12.2,0,7.6,2.6,0.32,Graduate
1,4,9500,1,1,148,,,,,,132,1,0,,,,,18,0,0,7,7,6,13.45,0,0,7,7,6,13.45,0,7.6,2.6,0.32,Graduate
17,5,9500,1,1,136,,,,,,130.3,1,0,,,,,18,0,0,7,7,6,12.6,0,0,7,7,6,12.6,0,7.6,2.6,0.32,Graduate
1,4,9500,1,1,123,,,,,,116.7,1,0,,,,,20,0,0,7,7,7,12.48571429,0,0,8,12,8,12.9375,0,16.2,0.3,-0.92,Graduate
1,2,9070,1,1,135,,,,,,134,1,0,,,,,22,0,0,6,10,5,10.8,0,0,6,7,5,12.8,0,12.7,3.7,-1.7,Graduate
43,1,9670,1,1,151,,,,,,100,0,0,,,,,20,0,0,6,12,5,12.2,0,0,6,8,5,14.6,0,13.9,-0.3,0.79,Enrolled
44,1,9085,1,39,140,,,,,,140,1,0,,,,,20,0,2,6,11,5,14.2,0,0,6,12,2,13.5,0,13.9,-0.3,0.79,Enrolled
1,2,9238,1,1,136,,,,,,139.2,1,0,,,,,18,0,0,6,7,6,13.83333333,0,0,6,6,6,14,0,9.4,-0.8,-3.12,Graduate
1,1,9853,1,1,142,,,,,,132.6,0,0,,,,,18,0,0,6,8,5,12.8,0,0,6,14,3,10,0,9.4,-0.8,-3.12,Enrolled
17,3,9147,1,1,142,,,,,,129.4,0,0,,,,,18,0,0,5,5,5,13.2,0,0,5,6,4,12.5,0,9.4,-0.8,-3.12,Graduate
17,1,9670,1,1,127,,,,,,125.6,0,0,,,,,18,0,0,6,7,1,14,0,0,6,6,0,0,0,15.5,2.8,-4.06,Dropout
17,1,9238,1,1,131,,,,,,129.3,0,0,,,,,19,0,4,8,8,8,13.875,0,1,6,8,5,14,0,11.1,0.6,2.02,Graduate
1,1,9085,1,1,134,,,,,,128.4,1,0,,,,,19,0,0,5,7,5,12.5,0,0,5,8,5,12.71428571,0,10.8,1.4,1.74,Graduate
17,2,9773,1,1,142,,,,,,139.9,0,0,,,,,18,0,0,6,7,6,13.42857143,0,0,6,6,6,12.5,0,13.9,-0.3,0.79,Graduate
1,1,9070,1,1,123,,,,,,124.8,0,0,,,,,18,0,0,6,7,5,11.8,0,0,6,7,5,13,0,8.9,1.4,3.51,Enrolled
17,3,9500,1,1,133,,,,,,128.5,1,0,,,,,18,0,0,7,7,7,14.86857143,0,0,8,9,8,15.11111111,0,11.1,0.6,2.02,Graduate
1,4,9500,1,1,125,,,,,,117.8,1,0,,,,,18,0,0,7,10,7,13.03,0,0,8,8,8,13.21875,0,15.5,2.8,-4.06,Graduate
17,1,9670,1,1,120,,,,,,115.1,1,0,,,,,19,0,0,6,7,6,14.57142857,0,0,6,7,6,12.33333333,0,12.4,0.5,1.79,Graduate
17,2,9238,1,1,125,,,,,,118,1,0,,,,,18,0,0,6,9,5,11,0,0,6,9,4,11.25,0,8.9,1.4,3.51,Graduate
39,1,9500,1,19,133.1,,,,,,120,0,0,,,,,25,0,0,8,8,8,13.3675,0,0,8,8,8,13.3675,0,9.4,-0.8,-3.12,Graduate
1,4,9500,1,1,133.1,,,,,,119.6,1,0,,,,,19,0,0,7,7,6,12.80833333,0,0,8,11,7,12.82571429,0,12.4,0.5,1.79,Graduate
17,6,9500,1,1,143,,,,,,133.2,1,0,,,,,18,0,0,7,7,7,13.91857143,0,0,8,9,8,13.8875,0,11.1,0.6,2.02,Graduate
17,1,9130,1,1,147,,,,,,141.8,1,0,,,,,19,0,0,6,8,6,13,0,0,6,9,4,12.8,0,13.9,-0.3,0.79,Graduate
1,1,9500,1,1,142,,,,,,130.3,0,0,,,,,18,0,0,7,7,6,13.68333333,0,0,7,7,6,13.68333333,0,7.6,2.6,0.32,Graduate
39,1,9085,1,1,150,,,,,,100,0,0,,,,,24,0,1,6,11,5,13,0,1,6,12,1,12,0,13.9,-0.3,0.79,Dropout
1,2,9773,1,1,124,,,,,,114.6,1,0,,,,,21,0,0,6,8,5,12.8,0,0,6,7,5,11.2,0,11.1,0.6,2.02,Graduate
1,2,9254,1,1,136,,,,,,123.4,1,0,,,,,18,0,0,6,9,6,13.57142857,0,0,6,6,6,12.16666667,0,8.9,1.4,3.51,Graduate
1,1,9238,1,1,116,,,,,,116.4,1,0,,,,,18,0,0,6,6,6,13.16666667,0,0,6,6,6,13.16666667,0,8.9,1.4,3.51,Graduate
1,1,9070,1,1,127,,,,,,123.2,0,0,,,,,20,0,0,6,6,6,15,0,0,6,6,6,14.5,0,11.1,0.6,2.02,Graduate
1,1,9070,1,1,117,,,,,,123.7,1,0,,,,,19,0,0,6,6,6,12.66666667,0,0,6,8,5,11.4,0,12.4,0.5,1.79,Graduate
1,2,9773,1,1,116,,,,,,127.6,1,0,,,,,19,0,0,6,7,6,13.85714286,0,0,6,7,6,13.14285714,0,13.9,-0.3,0.79,Dropout
1,4,9500,1,1,129,,,,,,117.1,1,0,,,,,30,0,0,7,7,7,14.69285714,0,0,8,8,8,14.9625,0,12.4,0.5,1.79,Graduate
1,1,9500,1,1,157,,,,,,149.3,0,0,,,,,18,0,0,8,8,8,14.035,0,0,8,8,8,14.035,0,9.4,-0.8,-3.12,Graduate
17,1,9085,1,1,135,,,,,,125.6,1,0,,,,,18,0,0,5,8,4,11,1,0,5,8,3,14,0,12.7,3.7,-1.7,Graduate
1,1,9773,1,1,139,,,,,,145,1,0,,,,,18,0,0,6,6,6,13.33333333,0,0,6,6,6,13.33333333,0,9.4,-0.8,-3.12,Graduate
18,1,9500,1,1,115,,,,,,115,0,0,,,,,20,0,0,7,13,6,11.7725,0,0,8,9,7,12.33,0,15.5,2.8,-4.06,Graduate
1,1,9254,1,1,123,,,,,,114.3,0,0,,,,,19,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,Dropout
43,2,9254,1,1,140,,,,,,126,1,0,,,,,19,0,0,6,0,0,0,0,0,6,12,0,0,0,10.8,1.4,1.74,Dropout
1,1,171,1,1,138,,,,,,124,1,0,,,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Dropout
1,4,9254,1,1,132,,,,,,122.6,1,0,,,,,18,0,0,6,7,6,12.28571429,0,0,6,6,6,12,0,8.9,1.4,3.51,Graduate
1,4,9500,1,1,140,,,,,,133.8,1,0,,,,,17,0,0,8,14,5,12.46,0,0,8,14,5,12.46,0,10.8,1.4,1.74,Enrolled
18,1,9853,1,1,117,,,,,,113.5,1,0,,,,,19,0,0,7,10,6,12.16666667,0,0,7,9,6,13.16666667,0,12.4,0.5,1.79,Graduate
1,4,9238,1,1,125,,,,,,122.6,1,1,,,,,18,0,0,6,9,5,11.83333333,0,0,6,8,2,11.5,0,13.9,-0.3,0.79,Enrolled
7,1,9500,1,3,140,,,,,,140,0,0,,,,,25,0,0,8,8,7,14.80571429,0,0,8,8,7,14.80571429,0,10.8,1.4,1.74,Graduate
1,1,9238,1,1,133.1,,,,,,107,1,0,,,,,19,0,0,6,11,5,10.6,0,0,6,10,6,11.71428571,0,11.1,0.6,2.02,Dropout
53,1,9085,1,42,130,,,,,,130,1,0,,,,,24,0,7,9,9,8,13.125,0,4,9,13,6,13,0,8.9,1.4,3.51,Enrolled
1,1,9238,1,1,134,,,,,,124.2,1,0,,,,,19,0,0,6,6,6,12.83333333,0,0,6,6,6,12.66666667,0,9.4,-0.8,-3.12,Graduate
18,1,9500,1,1,128,,,,,,125.8,0,0,,,,,20,0,0,8,8,0,0,8,0,8,8,0,0,8,9.4,-0.8,-3.12,Enrolled
1,1,9670,1,1,115,,,,,,108,1,0,,,,,20,0,0,6,9,5,13,0,0,6,6,5,13.8,0,12.4,0.5,1.79,Graduate
1,2,9500,1,1,119,,,,,,115.2,1,0,,,,,20,0,0,7,8,7,12.725,0,0,8,8,8,13.7125,0,13.9,-0.3,0.79,Graduate
17,1,9085,1,1,131,,,,,,129.3,1,0,,,,,19,0,0,5,10,4,11.25,1,0,5,10,3,10.33333333,0,12.7,3.7,-1.7,Graduate
7,1,9003,1,4,120,,,,,,120,1,0,,,,,31,0,8,12,12,11,13.81818182,0,4,12,16,12,13.46153846,0,15.5,2.8,-4.06,Graduate
1,1,9085,1,1,120,,,,,,116.7,0,0,,,,,20,0,0,5,12,3,12.33333333,2,0,5,8,3,13,1,9.4,-0.8,-3.12,Graduate
1,3,9085,1,1,135,,,,,,121,1,0,,,,,18,0,0,5,14,3,12.33333333,2,0,5,8,5,11.6,0,9.4,-0.8,-3.12,Enrolled
17,1,9853,1,1,146,,,,,,128.2,0,0,,,,,18,0,0,6,8,4,13.25,0,0,6,10,3,10.66666667,0,12.7,3.7,-1.7,Enrolled
1,4,9670,1,1,133,,,,,,121.1,1,0,,,,,18,0,0,6,7,6,13.66666667,0,0,6,9,5,15.4,0,13.9,-0.3,0.79,Graduate
51,1,9238,1,1,122,,,,,,112.6,0,0,,,,,20,0,5,11,18,8,12.625,0,4,10,10,3,11,0,11.1,0.6,2.02,Enrolled
17,1,9085,1,1,128,,,,,,123.3,1,0,,,,,20,0,0,6,6,6,14.83333333,0,0,6,8,6,12.14285714,0,8.9,1.4,3.51,Graduate
17,2,9670,1,1,129,,,,,,129.4,0,0,,,,,19,0,0,6,7,5,11.2,0,0,6,10,5,13.125,0,10.8,1.4,1.74,Dropout
17,1,9147,1,1,122,,,,,,119.9,0,0,,,,,21,0,0,5,6,5,11.4,0,0,5,6,5,12.2,0,12.7,3.7,-1.7,Graduate
1,4,9500,1,1,140,,,,,,131.6,1,0,,,,,18,0,0,7,8,7,13.135,0,0,8,9,8,13.24444444,0,12.4,0.5,1.79,Graduate
51,1,9070,1,1,143,,,,,,120,1,0,,,,,21,0,3,10,10,10,13,0,5,11,11,10,11.4,0,11.1,0.6,2.02,Dropout
1,4,9500,1,1,118,,,,,,110,1,0,,,,,19,0,0,7,12,4,12.85,0,0,7,7,7,12.62142857,0,11.1,0.6,2.02,Enrolled
44,1,9238,1,39,140,,,,,,143,0,0,,,,,20,0,3,6,6,6,13.5,0,2,6,9,5,12.5,0,13.9,-0.3,0.79,Graduate
44,1,9085,1,1,140,,,,,,140,0,0,,,,,20,0,0,6,7,6,14.28571429,0,0,6,9,3,13,0,13.9,-0.3,0.79,Enrolled
1,1,9670,1,1,123,,,,,,119.2,1,0,,,,,18,0,0,6,8,5,13.5,0,0,6,6,6,14.5,0,12.4,0.5,1.79,Graduate
1,1,9147,1,1,140,,,,,,124.3,1,0,,,,,18,0,0,5,8,4,10.75,0,0,5,5,5,13,0,12.4,0.5,1.79,Graduate
17,1,9238,1,1,116,,,,,,111.1,1,0,,,,,18,0,0,6,9,6,11.33333333,0,0,6,9,6,11.83333333,0,8.9,1.4,3.51,Graduate
43,1,9085,1,39,150,,,,,,150,1,0,,,,,21,0,2,7,15,3,13,2,1,5,12,5,13.28571429,1,10.8,1.4,1.74,Graduate
1,1,9500,1,1,147,,,,,,147.3,0,0,,,,,18,0,0,7,7,6,13.96666667,0,0,7,7,6,13.96666667,0,7.6,2.6,0.32,Graduate
1,1,9500,1,1,162,,,,,,147.5,1,0,,,,,18,0,0,8,8,8,14.14125,0,0,8,8,8,14.14125,0,9.4,-0.8,-3.12,Graduate
17,2,9254,1,1,108,,,,,,108,1,0,,,,,20,0,0,6,10,4,11.6,0,0,6,10,4,11.75,0,12.7,3.7,-1.7,Graduate
42,1,9500,1,2,130,,,,,,130,0,0,,,,,32,0,0,8,8,8,14.6625,0,0,8,8,8,14.6625,0,9.4,-0.8,-3.12,Graduate
39,1,9991,0,1,140,,,,,,130,0,0,,,,,34,0,0,5,5,0,0,0,0,5,5,0,0,0,9.4,-0.8,-3.12,Enrolled
1,2,9500,1,1,116,,,,,,109,1,0,,,,,23,0,0,7,8,6,12.99333333,0,0,8,9,8,12.66875,0,11.1,0.6,2.02,Graduate
1,5,9670,1,1,120,,,,,,112,1,0,,,,,18,0,0,6,10,4,11.25,0,0,6,11,5,12.2,0,8.9,1.4,3.51,Enrolled
17,1,8014,0,1,132,,,,,,121.2,0,0,,,,,18,0,0,6,8,5,12.2,0,0,6,10,5,12.8,0,10.8,1.4,1.74,Graduate
43,1,171,1,2,140,,,,,,140,1,0,,,,,34,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Dropout
